0.000132000 192.168.1.11:43342 192.168.1.2:5051 0 0x1187eaa2 0x1187eaa2 10 0 14624 176
2.172176778 192.168.1.11:43342 192.168.1.2:5051 0 0x11880d9c 0x1187f006 10 0 18592 176
4.344221556 192.168.1.11:43342 192.168.1.2:5051 0 0x11883096 0x1187f56a 11 0 22560 176
4.368219307 192.168.1.11:43342 192.168.1.2:5051 0 0x11883912 0x1187fab0 11 0 25456 176
4.392217058 192.168.1.11:43342 192.168.1.2:5051 0 0x1188418e 0x1187fff7 12 0 28352 177
4.416227787 192.168.1.11:43342 192.168.1.2:5051 0 0x11884a0a 0x1188059f 12 0 31248 178
4.440238516 192.168.1.11:43342 192.168.1.2:5051 0 0x11885286 0x11880b47 13 0 34144 179
4.460229960 192.168.1.11:43342 192.168.1.2:5051 0 0x11885b02 0x1188108d 13 0 37040 180
4.480221404 192.168.1.11:43342 192.168.1.2:5051 0 0x1188637e 0x118815d4 14 0 39936 181
5.116229510 192.168.1.11:43342 192.168.1.2:5051 0 0x11886a74 0x11881b1a 14 0 42832 182
5.752237616 192.168.1.11:43342 192.168.1.2:5051 0 0x1188716a 0x11882061 15 0 45728 184
5.776234876 192.168.1.11:43342 192.168.1.2:5051 0 0x118879e6 0x11882609 15 0 48624 184
5.800232136 192.168.1.11:43342 192.168.1.2:5051 0 0x11888262 0x11882bb1 16 0 51520 184
5.824232044 192.168.1.11:43342 192.168.1.2:5051 0 0x11888ade 0x118830f7 16 0 54416 184
5.848231952 192.168.1.11:43342 192.168.1.2:5051 0 0x1188935a 0x1188363e 17 0 57312 184
5.872233119 192.168.1.11:43342 192.168.1.2:5051 0 0x11889bd6 0x11883be6 17 0 60208 184
5.896234286 192.168.1.11:43342 192.168.1.2:5051 0 0x1188a452 0x1188418e 18 0 63104 185
5.920227072 192.168.1.11:43342 192.168.1.2:5051 0 0x1188acce 0x11884736 18 0 63600 185
5.944219858 192.168.1.11:43342 192.168.1.2:5051 0 0x1188b54a 0x11884cde 19 0 64096 185
5.968221372 192.168.1.11:43342 192.168.1.2:5051 0 0x1188bbde 0x11885286 19 0 64096 185
5.992222886 192.168.1.11:43342 192.168.1.2:5051 0 0x1188c273 0x1188582e 20 0 64096 186
6.020217575 192.168.1.11:43342 192.168.1.2:5051 0 0x1188caef 0x11885dd6 20 0 64096 186
6.048212264 192.168.1.11:43342 192.168.1.2:5051 0 0x1188d36b 0x1188637e 21 0 64096 187
6.088196263 192.168.1.11:43342 192.168.1.2:5051 0 0x1188dbe7 0x11886926 21 0 64096 187
6.128180262 192.168.1.11:43342 192.168.1.2:5051 0 0x1188e463 0x11886ece 22 0 64096 188
6.668188179 192.168.1.11:43342 192.168.1.2:5051 0 0x1188ea0b 0x1188701c 22 0 64096 189
7.208196096 192.168.1.11:43342 192.168.1.2:5051 0 0x1188efb3 0x1188716a 23 0 64096 191
7.236208737 192.168.1.11:43342 192.168.1.2:5051 0 0x1188f82f 0x11887712 23 0 65248 190
7.264221378 192.168.1.11:43342 192.168.1.2:5051 0 0x118900ab 0x11887cba 24 0 66400 190
7.288221771 192.168.1.11:43342 192.168.1.2:5051 0 0x11890927 0x11888262 24 0 66400 189
7.312222164 192.168.1.11:43342 192.168.1.2:5051 0 0x118911a3 0x1188880a 25 0 66400 189
7.336206709 192.168.1.11:43342 192.168.1.2:5051 0 0x11891a1f 0x11888db2 25 0 66400 189
7.360191254 192.168.1.11:43342 192.168.1.2:5051 0 0x1189229b 0x1188935a 26 0 66400 189
7.384208417 192.168.1.11:43342 192.168.1.2:5051 0 0x11892b17 0x11889902 26 0 66400 189
7.408225580 192.168.1.11:43342 192.168.1.2:5051 0 0x11893393 0x11889eaa 27 0 66400 189
7.432229328 192.168.1.11:43342 192.168.1.2:5051 0 0x11893c0f 0x1188a452 27 0 66400 189
7.456233076 192.168.1.11:43342 192.168.1.2:5051 0 0x1189448b 0x1188a9fa 28 0 66400 190
7.480222721 192.168.1.11:43342 192.168.1.2:5051 0 0x11894d07 0x1188afa2 28 0 66400 190
7.504212366 192.168.1.11:43342 192.168.1.2:5051 0 0x11895583 0x1188b54a 29 0 66400 191
7.508172090 192.168.1.11:43342 192.168.1.2:5051 0 0x11895dff 0x1188baf2 29 0 66400 191
7.512131814 192.168.1.11:43342 192.168.1.2:5051 0 0x1189667b 0x1188c09a 30 0 66400 191
7.540160027 192.168.1.11:43342 192.168.1.2:5051 0 0x11896c23 0x1188c186 30 0 66400 191
7.568188240 192.168.1.11:43342 192.168.1.2:5051 0 0x118971cb 0x1188c273 31 0 66400 192
7.592187031 192.168.1.11:43342 192.168.1.2:5051 0 0x11897a47 0x1188c81b 31 0 66400 192
7.616185822 192.168.1.11:43342 192.168.1.2:5051 0 0x118982c3 0x1188cdc3 32 0 66400 193
7.640181403 192.168.1.11:43342 192.168.1.2:5051 0 0x11898b3f 0x1188d36b 32 16 66400 193
7.664176984 192.168.1.11:43342 192.168.1.2:5051 0 0x118993bb 0x1188d913 33 32 66400 194
